idx,Arab,Gender,Age,Religion,Religiosity,pop_w,Area,FamilyStatus,Profession,Bornplace,Immigration1990,ImmigrationYear,FamilyNumber,Income,Education,VoteTend,Vote19,Vote19Other,VoteSure,c_Likud,c_Lavan,c_Avoda,c_NYamin,c_Meretz,c_UYamin,c_Liberman,c_Kahlon,c_Gesher,c_Gimel,c_Shas,c_Hadash,c_Balad,c_Zehut,c_Other,c_Other_txt,Friends,g_Likud,g_Lavan,g_Avoda,g_NYamin,g_Meretz,g_UYamin,g_Liberman,g_Kahlon,g_Gesher,g_Gimel,g_Shas,g_Hadash,g_Balad,g_Zehut,g_Other,g_Other_txt,VoteSecurity,VoteEconomic,VoteSocial,VoteClean,VoteDecent,VoteReligious,VoteTradition,Transp,Vote15,TwoStateCon,TwoStateFor,TwoStateAgainst,TwoStateComb
520,0,Woman,43,Jewish,Religious,0.778403312,Sharon,Married,Independent,Israel,,,7,SlightAboveAvg,AcademicFirst,1,UYamin,"",2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"",2,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,"",2,4,3,6,7,1,5,1,Bait,1,4,,4
521,0,Man,20,Jewish,TradRelig,1.369131627,Jerusalem,Single,Soldier,Israel,,,6,WellAboveAvg,Matriculation,1,NYamin,"",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"",1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,"",1,4,5,3,2,6,7,4,Couldnt,2,,5,5
522,0,Woman,32,Jewish,TradRelig,1.369131627,Sharon,Married,Full,Israel,,,2,SlightAboveAvg,Tertiary,1,Likud,"",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"",2,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,"",1,2,3,5,6,4,7,4,Likud,1,2,,2
523,0,Man,28,Jewish,Traditional,1.062425593,Jerusalem,Married,Unemployed,Israel,,,3,WellBelowAvg,AcademicFirst,1,Likud,"",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"",3,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,"",1,2,3,5,6,4,7,2,Likud,1,1,,1
524,0,Woman,51,Jewish,Secular,0.871188986,Haifa,Married,Partial,Abroad,SovietUnion,1974,4,SlightBelowAvg,AcademicFirst,1,Lavan,"",2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"",3,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,"",4,3,1,2,5,6,7,4,Lapid,1,1,,1
525,0,Woman,28,Jewish,Traditional,1.062425593,Haifa,Married,Student,Israel,,,2,SlightAboveAvg,Tertiary,1,Lavan,"",2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"",1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,"",1,2,3,5,4,6,7,4,Avoda,1,5,,5
526,0,Man,59,Jewish,Secular,0.871188986,South,Married,Retiree,Israel,,,3,LikeAvg,AcademicFirst,1,Avoda,"",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,זכויותינו בקולנו,2,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,זכויותינו בקולנו,3,1,2,5,6,4,7,5,Avoda,1,1,,1
527,0,Woman,42,Jewish,Religious,0.778403312,Jerusalem,Married,Full,Abroad,Other,,5,Decline,Tertiary,1,Float,"",,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"",2,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,"",3,4,1,6,7,2,5,2,Bait,2,,5,5
528,0,Woman,48,Jewish,TradRelig,1.369131627,TelAviv,Married,Full,Israel,,,6,SlightAboveAvg,Matriculation,1,Lavan,"",2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,"",2,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,"",1,2,5,3,7,6,4,3,Lapid,2,,4,4
529,0,Woman,65,Jewish,Secular,0.871188986,Haifa,Married,Independent,Abroad,Other,,2,LikeAvg,Tertiary,1,Avoda,"",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"",3,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,"",,1,2,3,4,,,5,Avoda,1,1,,1
530,0,Man,50,Jewish,Secular,0.871188986,South,Married,Full,Abroad,SovietUnion,1990,2,WellAboveAvg,AcademicFirst,1,Float,"",,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"",2,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,"",1,2,4,3,5,7,6,4,Likud,1,5,,5
531,0,Woman,23,Jewish,Traditional,1.062425593,South,Single,Student,Israel,,,5,Decline,Matriculation,1,Kahlon,"",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"",2,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,"",1,3,2,6,7,5,4,2,Likud,1,3,,3
532,0,Woman,58,Jewish,Traditional,1.062425593,TelAviv,Married,Full,Israel,,,3,SlightAboveAvg,Matriculation,1,Float,"",,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,לוי אבקסיס,2,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,"",3,1,2,4,6,7,5,3,Lapid,1,1,,1
533,0,Woman,70,Jewish,TradRelig,1.369131627,Haifa,Widowed,Retiree,Israel,,,1,,Matriculation,2,Likud,"",2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"",3,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,"",1,4,7,2,6,3,5,4,Likud,1,4,,4
534,0,Man,52,Jewish,Religious,0.778403312,Sharon,Married,Full,Israel,,,5,SlightAboveAvg,AcademicFirst,1,UYamin,"",2,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,"",2,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,"",2,3,4,7,6,5,1,2,Bait,2,,5,5
535,0,Woman,49,Jewish,Secular,0.871188986,TelAviv,Married,Full,Israel,,,4,SlightAboveAvg,AcademicHigh,1,Avoda,"",2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"",2,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,"",1,3,2,4,5,6,7,4,Avoda,1,1,,1
536,0,Man,44,Jewish,Religious,0.778403312,TelAviv,Married,Full,Israel,,,5,Decline,Tertiary,1,NYamin,"",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"",3,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,"",4,1,2,5,3,6,7,4,Bait,1,5,,5
537,0,Woman,21,Jewish,Secular,0.871188986,TelAviv,Single,Student,Israel,,,5,LikeAvg,Matriculation,4,Float,"",,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"",2,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,"",1,2,,,,,,3,Couldnt,2,,5,5
538,0,Man,45,Jewish,Secular,0.871188986,South,Married,Full,Israel,,,5,SlightAboveAvg,AcademicHigh,1,Lavan,"",2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"",3,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,"",6,4,1,2,5,3,7,5,Lapid,1,1,,1
539,0,Man,65,Jewish,Secular,0.871188986,South,Married,Full,Israel,,,4,Decline,Matriculation,1,Likud,"",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",2,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,"",1,2,5,3,4,7,6,2,Likud,1,1,,1
540,0,Man,19,Jewish,Secular,0.871188986,Jerusalem,Single,Student,Israel,,,6,SlightAboveAvg,Tertiary,2,Likud,"",2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"",2,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,"",2,1,3,5,4,6,7,3,Couldnt,2,,5,5
541,0,Woman,55,Jewish,Secular,0.871188986,Jerusalem,Married,Partial,Abroad,Other,,5,SlightAboveAvg,HighSchool,1,Meretz,"",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"",3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,מגן,6,5,4,1,3,2,7,5,Meretz,1,1,,1
542,0,Woman,32,Jewish,Secular,0.871188986,TelAviv,CommonLaw,Full,Israel,,,2,LikeAvg,AcademicFirst,1,Float,"",,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,"",4,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,"",5,2,1,3,4,6,7,2,Meretz,2,,4,4
543,0,Woman,26,Jewish,Religious,0.778403312,TelAviv,Married,Full,Israel,,,4,SlightBelowAvg,AcademicFirst,1,NYamin,"",2,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,"",2,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,"",1,4,2,3,6,5,7,5,Bait,1,5,,5
544,0,Man,31,Jewish,Secular,0.871188986,Haifa,Married,Full,Israel,,,3,SlightBelowAvg,AcademicFirst,1,Avoda,"",1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,"",3,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,"",2,6,1,5,3,4,7,3,Avoda,2,,1,1
545,0,Man,45,Jewish,Secular,0.871188986,South,Married,Full,Israel,,,5,SlightAboveAvg,AcademicFirst,1,Lavan,"",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"",2,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,"",1,2,4,3,5,6,,5,Lapid,2,,4,4
546,0,Woman,21,Jewish,Traditional,1.062425593,South,Single,Student,Israel,,,5,WellBelowAvg,Matriculation,3,Likud,"",2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,"",2,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,"",1,2,3,5,4,6,7,4,Couldnt,2,,5,5
547,0,Man,26,Jewish,Religious,0.778403312,South,Single,Student,Israel,,,5,Decline,Matriculation,1,Likud,"",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"",1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,"",1,2,3,5,4,6,7,3,Likud,1,4,,4
548,0,Man,29,Jewish,UltraOrth,1.633642713,TelAviv,Married,Full,Israel,,,5,LikeAvg,HighSchool,1,Gimel,"",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"",1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,"",5,4,3,6,2,1,7,2,Gimel,2,,5,5
549,0,Woman,50,Jewish,Secular,0.871188986,South,Married,Full,Abroad,Other,,4,WellAboveAvg,Matriculation,1,Meretz,"",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"",3,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,"",3,2,1,,,,,4,Avoda,1,1,,1
550,0,Man,18,Jewish,Secular,0.871188986,South,Single,Student,Israel,,,5,WellAboveAvg,Matriculation,1,NYamin,"",2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"",3,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,"",2,1,5,4,6,3,7,3,Couldnt,2,,4,4
551,0,Woman,53,Jewish,TradRelig,1.369131627,South,Divorced,Independent,Israel,,,3,LikeAvg,Tertiary,3,Float,"",,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"",4,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,"",3,1,2,4,5,6,7,3,Kahlon,2,,4,4
552,0,Woman,25,Jewish,Traditional,1.062425593,Haifa,Single,Student,Israel,,,6,Decline,AcademicFirst,1,Lavan,"",2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"",2,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,"",3,2,1,6,5,4,7,1,Likud,1,2,,2
553,0,Woman,23,Jewish,Secular,0.871188986,Jerusalem,Single,Full,Israel,,,3,SlightAboveAvg,Matriculation,1,Meretz,"",2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,"",3,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,"",3,2,1,4,6,5,7,3,Avoda,1,1,,1
554,0,Man,40,Jewish,Secular,0.871188986,TelAviv,Single,Full,Israel,,,3,LikeAvg,Tertiary,1,Likud,"",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",4,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,"",1,3,4,2,5,7,6,4,Likud,1,4,,4
555,0,Woman,39,Jewish,Secular,0.871188986,Haifa,Single,Independent,Israel,,,2,WellBelowAvg,AcademicFirst,2,Avoda,"",2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"",2,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,"",2,1,4,3,5,6,7,4,No,1,1,,1
556,0,Man,28,Jewish,Religious,0.778403312,TelAviv,Married,Full,Israel,,,2,SlightBelowAvg,Tertiary,1,NYamin,"",2,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,"",2,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,"",1,2,4,3,6,5,7,3,Likud,1,2,,2
557,0,Man,20,Jewish,Secular,0.871188986,South,CommonLaw,Soldier,Israel,,,5,WellAboveAvg,Matriculation,1,Lavan,"",1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,"",1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,"",1,2,3,5,4,6,7,4,Couldnt,2,,1,1
558,0,Woman,33,Jewish,Secular,0.871188986,Jerusalem,Single,Full,Israel,,,1,,AcademicHigh,1,Lavan,"",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"",1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,"",2,3,4,1,5,6,7,5,Lapid,2,,5,5
559,0,Woman,26,Jewish,Secular,0.871188986,Jerusalem,Single,Student,Israel,,,2,Decline,Tertiary,1,Meretz,"",2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,"",3,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,"",4,3,1,2,6,5,7,3,Meretz,1,1,,1
560,0,Woman,54,Jewish,Traditional,1.062425593,TelAviv,Married,Full,Israel,,,4,WellBelowAvg,HighSchool,2,Float,"",,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,"",2,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,"",2,1,3,4,6,5,7,4,Likud,1,5,,5
561,0,Woman,43,Jewish,Secular,0.871188986,TelAviv,Married,Full,Israel,,,7,SlightBelowAvg,HighSchool,1,Float,"",,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,"",2,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,"",1,3,2,4,5,6,7,2,Likud,2,,3,3
562,0,Woman,62,Jewish,Traditional,1.062425593,Sharon,CommonLaw,Full,Abroad,Other,,3,LikeAvg,Tertiary,1,Float,"",,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,"",2,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,"",3,1,4,2,5,6,7,4,Lapid,2,,3,3
563,0,Woman,36,Jewish,Secular,0.871188986,TelAviv,Married,Partial,Israel,,,5,LikeAvg,HighSchool,1,Likud,"",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",3,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,"",1,2,3,5,4,7,6,2,Likud,2,,5,5
564,0,Woman,38,Jewish,Secular,0.871188986,Haifa,Single,Full,Israel,,,2,SlightAboveAvg,AcademicHigh,1,Lavan,"",2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,"",3,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,"",3,1,2,4,5,6,7,4,Avoda,1,1,,1
565,0,Woman,40,Jewish,UltraOrth,1.633642713,TelAviv,Married,Full,Israel,,,8,Decline,Tertiary,1,Gimel,"",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"",1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,"",1,3,2,5,7,4,6,3,Likud,1,1,,1
566,0,Woman,46,Jewish,Secular,0.871188986,Haifa,Divorced,Full,Israel,,,3,WellBelowAvg,Tertiary,1,Float,"",,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"",2,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,"",5,1,2,3,4,6,7,3,Lapid,1,4,,4
567,0,Man,21,Jewish,Secular,0.871188986,Haifa,Single,Soldier,Israel,,,1,,Matriculation,1,Float,"",,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,"",2,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,"",2,1,3,4,5,6,7,2,Couldnt,2,,5,5
568,0,Man,40,Jewish,Traditional,1.062425593,South,CommonLaw,Full,Israel,,,2,WellAboveAvg,AcademicHigh,1,Lavan,"",1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,"",2,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,"",3,1,2,6,5,4,7,4,Kahlon,2,,1,1
569,0,Woman,25,Jewish,Secular,0.871188986,Haifa,Single,Student,Israel,,,3,Decline,Matriculation,1,Likud,"",1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,"",1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,"",1,2,3,6,7,4,5,4,Bait,2,,5,5
570,0,Man,31,Jewish,Traditional,1.062425593,Haifa,Single,Full,Israel,,,3,WellBelowAvg,HighSchool,1,Shas,"",1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"",1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,"",2,1,,3,,,4,5,Shas,1,5,,5
571,0,Man,47,Jewish,TradRelig,1.369131627,Sharon,Married,Full,Israel,,,5,WellBelowAvg,Tertiary,1,Lavan,"",2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,"",1,3,2,7,4,6,5,3,Avoda,2,,5,5
572,0,Man,28,Jewish,Secular,0.871188986,Sharon,Single,Student,Israel,,,4,WellAboveAvg,Matriculation,1,Lavan,"",1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,"",2,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,"",1,3,4,5,6,2,7,3,Avoda,2,,2,2
573,0,Woman,34,Jewish,Secular,0.871188986,Jerusalem,Single,Full,Israel,,,2,LikeAvg,AcademicHigh,1,Meretz,"",2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,"",4,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,"",4,3,1,5,6,2,7,5,Meretz,2,,1,1
574,0,Woman,43,Jewish,Religious,0.778403312,South,Married,Unemployed,Israel,,,5,WellBelowAvg,HighSchool,2,Likud,"",2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"",2,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,"",1,2,3,5,6,4,7,5,Likud,2,,4,4
575,0,Woman,28,Jewish,TradRelig,1.369131627,South,Married,Full,Israel,,,2,SlightAboveAvg,AcademicFirst,1,NYamin,"",3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",2,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,"",1,2,3,7,6,5,4,3,Bait,1,3,,3
576,0,Woman,33,Jewish,Secular,0.871188986,Haifa,Married,Full,Israel,,,4,SlightBelowAvg,AcademicHigh,2,Gesher,"",1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,"",2,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,"",4,2,1,3,5,6,7,4,Kahlon,1,3,,3
577,0,Woman,59,Jewish,Religious,0.778403312,TelAviv,Married,Full,Israel,,,3,LikeAvg,AcademicFirst,1,UYamin,"",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"",4,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,"",2,6,5,1,4,3,7,4,Yachad,1,5,,5
578,0,Woman,55,Jewish,UltraOrth,1.633642713,TelAviv,Married,Unemployed,Abroad,SovietUnion,1966,3,Decline,HighSchool,1,Gimel,"",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"",2,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,"",5,4,2,3,6,1,7,3,Gimel,2,,5,5
579,0,Man,69,Jewish,Secular,0.871188986,Sharon,Married,Full,Israel,,,2,SlightAboveAvg,AcademicHigh,1,Lavan,"",2,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,"",2,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,"",3,4,1,2,6,5,7,4,Lapid,2,,4,4
580,0,Woman,50,Jewish,Traditional,1.062425593,TelAviv,Divorced,Full,Israel,,,3,WellAboveAvg,Tertiary,1,Likud,"",2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"",3,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,"",1,2,3,5,4,6,7,4,Bait,2,,5,5
581,0,Man,31,Jewish,Religious,0.778403312,Jerusalem,Married,Independent,Israel,,,3,WellBelowAvg,HighSchool,1,Float,"",,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"",2,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,"",6,5,4,1,7,2,3,3,Other,2,,1,1
582,0,Man,25,Jewish,Traditional,1.062425593,Jerusalem,Single,Unemployed,Israel,,,7,WellBelowAvg,Tertiary,1,Lavan,"",1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"",1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,"",4,1,5,2,3,7,6,5,Likud,1,4,,4
583,0,Man,24,Jewish,Traditional,1.062425593,TelAviv,Single,Partial,Israel,,,3,LikeAvg,Matriculation,1,Zehut,"",2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,"",3,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,"",2,1,5,3,4,6,7,3,Bait,2,,5,5
584,0,Man,28,Jewish,UltraOrth,1.633642713,South,Married,Full,Israel,,,5,SlightBelowAvg,Matriculation,1,Gimel,"",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"",2,1,0,0,1,0,1,0,1,0,1,1,0,0,0,0,"",3,2,4,6,7,1,5,1,Gimel,1,5,,5
585,0,Man,41,Jewish,Secular,0.871188986,TelAviv,Single,Full,Israel,,,2,Decline,AcademicFirst,2,Meretz,"",2,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,"",2,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,"",4,1,6,3,7,2,5,2,Meretz,2,,2,2
586,0,Woman,26,Jewish,Secular,0.871188986,Haifa,Single,Full,Israel,,,5,LikeAvg,AcademicFirst,3,Float,"",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,לא יודעת עדיין,2,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,לא יודעת,1,3,4,2,7,5,6,2,Liberman,1,5,,5
587,0,Man,35,Jewish,Religious,0.778403312,Haifa,Married,Independent,Israel,,,3,WellBelowAvg,AcademicFirst,1,Likud,"",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,"",1,2,4,6,5,3,7,3,Likud,1,5,,5
588,0,Man,26,Jewish,Secular,0.871188986,TelAviv,CommonLaw,Student,Israel,,,2,SlightBelowAvg,Matriculation,1,Likud,"",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"",2,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,"",2,1,3,4,6,5,7,3,Likud,2,,3,3
589,0,Man,69,Jewish,Secular,0.871188986,Haifa,CommonLaw,Retiree,Israel,,,2,SlightAboveAvg,Tertiary,1,Float,"",,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,"",2,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,"",,,1,2,,3,,5,Lapid,2,,4,4
590,0,Man,27,Jewish,Secular,0.871188986,TelAviv,Single,SoldierKeva,Israel,,,5,SlightAboveAvg,Tertiary,1,Lavan,"",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"",3,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,"",5,4,3,6,1,2,7,5,Kahlon,2,,3,3
591,0,Man,66,Jewish,Secular,0.871188986,Haifa,Married,Retiree,Israel,,,2,SlightAboveAvg,AcademicFirst,1,Lavan,"",2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"",1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,"",5,2,1,3,4,6,7,5,Avoda,1,1,,1
592,0,Man,31,Jewish,Traditional,1.062425593,Haifa,Single,Unemployed,Israel,,,1,,Matriculation,3,Float,"",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,מטלבט,3,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,מטלבט,,,,,,1,,3,Couldnt,2,,3,3
593,0,Man,58,Jewish,Secular,0.871188986,TelAviv,Divorced,Full,Israel,,,1,,AcademicFirst,1,Lavan,"",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"",2,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,"",1,2,3,4,5,6,7,5,Lapid,2,,2,2
594,0,Man,18,Jewish,Secular,0.871188986,TelAviv,Single,Student,Israel,,,5,SlightAboveAvg,HighSchool,1,Lavan,"",2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,"",1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,"",4,5,1,2,3,6,7,5,Couldnt,1,1,,1
595,0,Woman,44,Jewish,Secular,0.871188986,TelAviv,Divorced,Full,Israel,,,4,SlightAboveAvg,AcademicHigh,1,Lavan,"",2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"",2,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,"",5,1,2,3,4,6,,4,Lapid,2,,2,2
596,0,Man,33,Jewish,TradRelig,1.369131627,Haifa,Married,Student,Israel,,,4,WellBelowAvg,Tertiary,1,Float,"",,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,"",3,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,"",4,3,2,1,6,5,7,3,Bait,2,,5,5
597,0,Woman,45,Jewish,Traditional,1.062425593,South,Married,Full,Israel,,,5,SlightAboveAvg,Matriculation,1,Likud,"",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",2,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,"",1,7,2,3,6,4,5,3,Likud,1,2,,2
598,0,Woman,32,Jewish,Secular,0.871188986,TelAviv,Married,Full,Israel,,,2,SlightAboveAvg,AcademicHigh,1,Lavan,"",1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"",2,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,"",1,3,2,4,5,7,6,3,Lapid,1,1,,1
599,0,Woman,23,Jewish,Traditional,1.062425593,South,Single,Student,Israel,,,3,WellBelowAvg,Matriculation,1,Likud,"",3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"",2,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,"",1,2,3,6,5,7,4,2,Likud,2,,5,5
600,0,Man,39,Jewish,Religious,0.778403312,Haifa,Married,Independent,Israel,,,6,LikeAvg,AcademicHigh,1,NYamin,"",1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"",2,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,"",1,5,2,3,6,4,7,3,Bait,1,5,,5
601,0,Man,24,Jewish,Secular,0.871188986,Sharon,Single,Full,Israel,,,3,SlightAboveAvg,Matriculation,1,Float,"",,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"",2,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,"",6,2,1,4,5,3,7,5,Kahlon,2,,3,3
